ts	strategy	turns	trial	turn_index	is_final	expected	actual	exit_code	completed	input_tokens	cached_input_tokens	output_tokens	delta_input_tokens	note	thread_id
2026-02-11T08:33:27Z	snapshot	100	1	25	false	ACK_25	ACK_25	0	true	168100	99840	373	48940	ok	019c4bd8-eb62-71e1-ba60-cba2bf501f94
2026-02-11T08:33:27Z	snapshot	100	1	26	false	ACK_26	ACK_26	0	true	224700	148736	396	56600	ok	019c4bd8-eb62-71e1-ba60-cba2bf501f94
2026-02-11T08:33:27Z	snapshot	100	1	27	false	ACK_27	ACK_27	0	true	288960	205312	419	64260	ok	019c4bd8-eb62-71e1-ba60-cba2bf501f94
2026-02-11T08:33:27Z	snapshot	100	1	28	false	ACK_28	ACK_28	0	true	360880	269440	442	71920	ok	019c4bd8-eb62-71e1-ba60-cba2bf501f94
2026-02-11T08:33:27Z	snapshot	100	1	29	false	ACK_29	ACK_29	0	true	440460	341248	501	79580	ok	019c4bd8-eb62-71e1-ba60-cba2bf501f94
2026-02-11T08:33:27Z	snapshot	100	1	30	false	ACK_30	ACK_30	0	true	527700	420736	523	87240	ok	019c4bd8-eb62-71e1-ba60-cba2bf501f94
2026-02-11T08:33:27Z	snapshot	100	1	31	false	ACK_31	ACK_31	0	true	18300	3456	113	-509400	ok	019c4bda-568d-7f20-9b70-5a985e74e487
2026-02-11T08:33:27Z	snapshot	100	1	32	false	ACK_32	ACK_32	0	true	44260	6912	185	25960	ok	019c4bda-568d-7f20-9b70-5a985e74e487
2026-02-11T08:33:27Z	snapshot	100	1	33	false	ACK_33	ACK_33	0	true	77880	32768	232	33620	ok	019c4bda-568d-7f20-9b70-5a985e74e487
2026-02-11T08:33:27Z	snapshot	100	1	34	false	ACK_34	ACK_34	0	true	119160	36224	255	41280	ok	019c4bda-568d-7f20-9b70-5a985e74e487
2026-02-11T08:33:27Z	snapshot	100	1	35	false	ACK_35	ACK_35	0	true	168100	77440	322	48940	ok	019c4bda-568d-7f20-9b70-5a985e74e487
2026-02-11T08:33:27Z	snapshot	100	1	36	false	ACK_36	ACK_36	0	true	224700	126336	366	56600	ok	019c4bda-568d-7f20-9b70-5a985e74e487
2026-02-11T08:33:27Z	snapshot	100	1	37	false	ACK_37	ACK_37	0	true	288960	182912	434	64260	ok	019c4bda-568d-7f20-9b70-5a985e74e487
2026-02-11T08:33:27Z	snapshot	100	1	38	false	ACK_38	ACK_38	0	true	360880	247040	492	71920	ok	019c4bda-568d-7f20-9b70-5a985e74e487
2026-02-11T08:33:27Z	snapshot	100	1	39	false	ACK_39	ACK_39	0	true	440460	318848	525	79580	ok	019c4bda-568d-7f20-9b70-5a985e74e487
2026-02-11T08:33:27Z	snapshot	100	1	40	false	ACK_40	ACK_40	0	true	527700	352384	609	87240	ok	019c4bda-568d-7f20-9b70-5a985e74e487
2026-02-11T08:33:27Z	snapshot	100	1	41	false	ACK_41	ACK_41	0	true	18300	3456	91	-509400	ok	019c4bdb-ee6d-7f01-a93b-b4a5881decf1
2026-02-11T08:33:27Z	snapshot	100	1	42	false	ACK_42	ACK_42	0	true	44260	21632	128	25960	ok	019c4bdb-ee6d-7f01-a93b-b4a5881decf1
2026-02-11T08:33:27Z	snapshot	100	1	43	false	ACK_43	ACK_43	0	true	77880	47488	199	33620	ok	019c4bdb-ee6d-7f01-a93b-b4a5881decf1
2026-02-11T08:33:27Z	snapshot	100	1	44	false	ACK_44	ACK_44	0	true	119160	81024	222	41280	ok	019c4bdb-ee6d-7f01-a93b-b4a5881decf1
2026-02-11T08:33:27Z	snapshot	100	1	45	false	ACK_45	ACK_45	0	true	168100	122240	270	48940	ok	019c4bdb-ee6d-7f01-a93b-b4a5881decf1
2026-02-11T08:33:27Z	snapshot	100	1	46	false	ACK_46	ACK_46	0	true	224700	171136	293	56600	ok	019c4bdb-ee6d-7f01-a93b-b4a5881decf1
2026-02-11T08:33:27Z	snapshot	100	1	47	false	ACK_47	ACK_47	0	true	288960	227712	329	64260	ok	019c4bdb-ee6d-7f01-a93b-b4a5881decf1
2026-02-11T08:33:27Z	snapshot	100	1	48	false	ACK_48	ACK_48	0	true	360880	291840	390	71920	ok	019c4bdb-ee6d-7f01-a93b-b4a5881decf1
2026-02-11T08:33:27Z	snapshot	100	1	49	false	ACK_49	ACK_49	0	true	440460	363648	413	79580	ok	019c4bdb-ee6d-7f01-a93b-b4a5881decf1
2026-02-11T08:33:27Z	snapshot	100	1	50	false	ACK_50	ACK_50	0	true	527700	443136	505	87240	ok	019c4bdb-ee6d-7f01-a93b-b4a5881decf1
2026-02-11T08:33:27Z	snapshot	100	1	51	false	ACK_51	ACK_51	0	true	18300	16768	69	-509400	ok	019c4bdd-6b30-7590-8540-9b283eab63ba
2026-02-11T08:33:27Z	snapshot	100	1	52	false	ACK_52	ACK_52	0	true	44260	34944	138	25960	ok	019c4bdd-6b30-7590-8540-9b283eab63ba
2026-02-11T08:33:27Z	snapshot	100	1	53	false	ACK_53	ACK_53	0	true	77880	60800	186	33620	ok	019c4bdd-6b30-7590-8540-9b283eab63ba
2026-02-11T08:33:27Z	snapshot	100	1	54	false	ACK_54	ACK_54	0	true	119160	94336	239	41280	ok	019c4bdd-6b30-7590-8540-9b283eab63ba
2026-02-11T08:33:27Z	snapshot	100	1	55	false	ACK_55	ACK_55	0	true	168100	135552	312	48940	ok	019c4bdd-6b30-7590-8540-9b283eab63ba
2026-02-11T08:33:27Z	snapshot	100	1	56	false	ACK_56	ACK_56	0	true	224700	139008	389	56600	ok	019c4bdd-6b30-7590-8540-9b283eab63ba
2026-02-11T08:33:27Z	snapshot	100	1	57	false	ACK_57	ACK_57	0	true	288960	195584	472	64260	ok	019c4bdd-6b30-7590-8540-9b283eab63ba
2026-02-11T08:33:27Z	snapshot	100	1	58	false	ACK_58	ACK_58	0	true	360880	259712	506	71920	ok	019c4bdd-6b30-7590-8540-9b283eab63ba
2026-02-11T08:33:27Z	snapshot	100	1	59	false	ACK_59	ACK_59	0	true	440460	331520	607	79580	ok	019c4bdd-6b30-7590-8540-9b283eab63ba
2026-02-11T08:33:27Z	snapshot	100	1	60	false	ACK_60	ACK_60	0	true	527700	411008	645	87240	ok	019c4bdd-6b30-7590-8540-9b283eab63ba
2026-02-11T08:33:27Z	snapshot	100	1	61	false	ACK_61	ACK_61	0	true	18300	3456	72	-509400	ok	019c4bdf-0350-7252-9fbc-08c33b26c43f
2026-02-11T08:33:27Z	snapshot	100	1	62	false	ACK_62	ACK_62	0	true	44260	6912	114	25960	ok	019c4bdf-0350-7252-9fbc-08c33b26c43f
2026-02-11T08:33:27Z	snapshot	100	1	63	false	ACK_63	ACK_63	0	true	77880	32768	177	33620	ok	019c4bdf-0350-7252-9fbc-08c33b26c43f
2026-02-11T08:33:27Z	snapshot	100	1	64	false	ACK_64	ACK_64	0	true	119160	66304	228	41280	ok	019c4bdf-0350-7252-9fbc-08c33b26c43f
2026-02-11T08:33:27Z	snapshot	100	1	65	false	ACK_65	ACK_65	0	true	168100	107520	318	48940	ok	019c4bdf-0350-7252-9fbc-08c33b26c43f
2026-02-11T08:33:27Z	snapshot	100	1	66	false	ACK_66	ACK_66	0	true	224700	156416	342	56600	ok	019c4bdf-0350-7252-9fbc-08c33b26c43f
2026-02-11T08:33:27Z	snapshot	100	1	67	false	ACK_67	ACK_67	0	true	288960	212992	369	64260	ok	019c4bdf-0350-7252-9fbc-08c33b26c43f
2026-02-11T08:33:27Z	snapshot	100	1	68	false	ACK_68	ACK_68	0	true	360880	277120	411	71920	ok	019c4bdf-0350-7252-9fbc-08c33b26c43f
2026-02-11T08:33:27Z	snapshot	100	1	69	false	ACK_69	ACK_69	0	true	440460	348928	490	79580	ok	019c4bdf-0350-7252-9fbc-08c33b26c43f
2026-02-11T08:33:27Z	snapshot	100	1	70	false	ACK_70	ACK_70	0	true	527700	428416	541	87240	ok	019c4bdf-0350-7252-9fbc-08c33b26c43f
2026-02-11T08:33:27Z	snapshot	100	1	71	false	ACK_71	ACK_71	0	true	18300	3456	101	-509400	ok	019c4be0-93ee-7311-b5f4-51a91b6d22d2
2026-02-11T08:33:27Z	snapshot	100	1	72	false	ACK_72	ACK_72	0	true	44260	21632	157	25960	ok	019c4be0-93ee-7311-b5f4-51a91b6d22d2
2026-02-11T08:33:27Z	snapshot	100	1	73	false	ACK_73	ACK_73	0	true	77880	47488	194	33620	ok	019c4be0-93ee-7311-b5f4-51a91b6d22d2
2026-02-11T08:33:27Z	snapshot	100	1	74	false	ACK_74	ACK_74	0	true	119160	81024	217	41280	ok	019c4be0-93ee-7311-b5f4-51a91b6d22d2
2026-02-11T08:33:27Z	snapshot	100	1	75	false	ACK_75	ACK_75	0	true	168100	122240	291	48940	ok	019c4be0-93ee-7311-b5f4-51a91b6d22d2
2026-02-11T08:33:27Z	snapshot	100	1	76	false	ACK_76	ACK_76	0	true	224700	171136	350	56600	ok	019c4be0-93ee-7311-b5f4-51a91b6d22d2
2026-02-11T08:33:27Z	snapshot	100	1	77	false	ACK_77	ACK_77	0	true	288960	227712	373	64260	ok	019c4be0-93ee-7311-b5f4-51a91b6d22d2
2026-02-11T08:33:27Z	snapshot	100	1	78	false	ACK_78	ACK_78	0	true	360880	291840	396	71920	ok	019c4be0-93ee-7311-b5f4-51a91b6d22d2
2026-02-11T08:33:27Z	snapshot	100	1	79	false	ACK_79	ACK_79	0	true	440460	363648	419	79580	ok	019c4be0-93ee-7311-b5f4-51a91b6d22d2
2026-02-11T08:33:27Z	snapshot	100	1	80	false	ACK_80	ACK_80	0	true	527700	443136	442	87240	ok	019c4be0-93ee-7311-b5f4-51a91b6d22d2
2026-02-11T08:33:27Z	snapshot	100	1	81	false	ACK_81	ACK_81	0	true	18300	3456	65	-509400	ok	019c4be2-25e2-7f11-a126-6719ae65d1c4
2026-02-11T08:33:27Z	snapshot	100	1	82	false	ACK_82	ACK_82	0	true	44260	21632	149	25960	ok	019c4be2-25e2-7f11-a126-6719ae65d1c4
2026-02-11T08:33:27Z	snapshot	100	1	83	false	ACK_83	ACK_83	0	true	77880	47488	172	33620	ok	019c4be2-25e2-7f11-a126-6719ae65d1c4
2026-02-11T08:33:27Z	snapshot	100	1	84	false	ACK_84	ACK_84	0	true	119160	81024	259	41280	ok	019c4be2-25e2-7f11-a126-6719ae65d1c4
2026-02-11T08:33:27Z	snapshot	100	1	85	false	ACK_85	ACK_85	0	true	168100	122240	366	48940	ok	019c4be2-25e2-7f11-a126-6719ae65d1c4
2026-02-11T08:33:27Z	snapshot	100	1	86	false	ACK_86	ACK_86	0	true	224700	171136	405	56600	ok	019c4be2-25e2-7f11-a126-6719ae65d1c4
2026-02-11T08:33:27Z	snapshot	100	1	87	false	ACK_87	ACK_87	0	true	288960	174592	444	64260	ok	019c4be2-25e2-7f11-a126-6719ae65d1c4
2026-02-11T08:33:27Z	snapshot	100	1	88	false	ACK_88	ACK_88	0	true	360880	238720	473	71920	ok	019c4be2-25e2-7f11-a126-6719ae65d1c4
2026-02-11T08:33:27Z	snapshot	100	1	89	false	ACK_89	ACK_89	0	true	440460	310528	497	79580	ok	019c4be2-25e2-7f11-a126-6719ae65d1c4
2026-02-11T08:33:27Z	snapshot	100	1	90	false	ACK_90	ACK_90	0	true	527700	390016	541	87240	ok	019c4be2-25e2-7f11-a126-6719ae65d1c4
2026-02-11T08:33:27Z	snapshot	100	1	91	false	ACK_91	ACK_91	0	true	18300	3456	95	-509400	ok	019c4be3-c9c7-7c91-b442-214195729523
2026-02-11T08:33:27Z	snapshot	100	1	92	false	ACK_92	ACK_92	0	true	44260	21632	132	25960	ok	019c4be3-c9c7-7c91-b442-214195729523
2026-02-11T08:33:27Z	snapshot	100	1	93	false	ACK_93	ACK_93	0	true	77880	47488	233	33620	ok	019c4be3-c9c7-7c91-b442-214195729523
2026-02-11T08:33:27Z	snapshot	100	1	94	false	ACK_94	ACK_94	0	true	119160	50944	265	41280	ok	019c4be3-c9c7-7c91-b442-214195729523
2026-02-11T08:33:27Z	snapshot	100	1	95	false	ACK_95	ACK_95	0	true	168100	92160	345	48940	ok	019c4be3-c9c7-7c91-b442-214195729523
2026-02-11T08:33:27Z	snapshot	100	1	96	false	ACK_96	ACK_96	0	true	224700	141056	410	56600	ok	019c4be3-c9c7-7c91-b442-214195729523
2026-02-11T08:33:27Z	snapshot	100	1	97	false	ACK_97	ACK_97	0	true	288960	197632	444	64260	ok	019c4be3-c9c7-7c91-b442-214195729523
2026-02-11T08:33:27Z	snapshot	100	1	98	false	ACK_98	ACK_98	0	true	360880	261760	473	71920	ok	019c4be3-c9c7-7c91-b442-214195729523
2026-02-11T08:33:27Z	snapshot	100	1	99	true	FR_snapshot_100_1_20260211T083327Z	FR_snapshot_100_1_20260211T083327Z	0	true	440459	333568	798	79579	ok	019c4be3-c9c7-7c91-b442-214195729523
