ts	strategy	turns	trial	turn_index	is_final	expected	actual	exit_code	completed	input_tokens	cached_input_tokens	output_tokens	delta_input_tokens	note	thread_id
2026-02-11T08:14:33Z	recap	100	1	26	false	ACK_26	ACK_26	0	true	3204624	3003008	1767	218302	ok	019c4bc4-38b2-75f3-b2f8-cbdb155a4815
2026-02-11T08:14:33Z	recap	100	1	27	false	ACK_27	ACK_27	0	true	3430586	3221248	1774	225962	ok	019c4bc4-38b2-75f3-b2f8-cbdb155a4815
2026-02-11T08:14:33Z	recap	100	1	28	false	ACK_28	ACK_28	0	true	3664208	3447168	1781	233622	ok	019c4bc4-38b2-75f3-b2f8-cbdb155a4815
2026-02-11T08:14:33Z	recap	100	1	29	false	ACK_29	ACK_29	0	true	3905490	3680768	1788	241282	ok	019c4bc4-38b2-75f3-b2f8-cbdb155a4815
2026-02-11T08:14:33Z	recap	100	1	30	false	ACK_30	ACK_30	0	true	4154461	3921920	1880	248971	ok	019c4bc4-38b2-75f3-b2f8-cbdb155a4815
2026-02-11T08:14:33Z	recap	100	1	31	false	ACK_31	ACK_31	0	true	4310620	3931520	1924	156159	ok	019c4bc4-38b2-75f3-b2f8-cbdb155a4815
2026-02-11T08:14:33Z	recap	100	1	32	false	ACK_32	ACK_32	0	true	4474439	4087552	1952	163819	ok	019c4bc4-38b2-75f3-b2f8-cbdb155a4815
2026-02-11T08:14:33Z	recap	100	1	33	false	ACK_33	ACK_33	0	true	4645918	4251264	1993	171479	ok	019c4bc4-38b2-75f3-b2f8-cbdb155a4815
2026-02-11T08:14:33Z	recap	100	1	34	false	ACK_34	ACK_34	0	true	4825057	4422656	2000	179139	ok	019c4bc4-38b2-75f3-b2f8-cbdb155a4815
2026-02-11T08:14:33Z	recap	100	1	35	false	ACK_35	ACK_35	0	true	5011856	4601728	2007	186799	ok	019c4bc4-38b2-75f3-b2f8-cbdb155a4815
2026-02-11T08:14:33Z	recap	100	1	36	false	ACK_36	ACK_36	0	true	5206315	4788480	2030	194459	ok	019c4bc4-38b2-75f3-b2f8-cbdb155a4815
2026-02-11T08:14:33Z	recap	100	1	37	false	ACK_37	ACK_37	0	true	5408434	4982912	2037	202119	ok	019c4bc4-38b2-75f3-b2f8-cbdb155a4815
2026-02-11T08:14:33Z	recap	100	1	38	false	ACK_38	ACK_38	0	true	5618213	5184896	2044	209779	ok	019c4bc4-38b2-75f3-b2f8-cbdb155a4815
2026-02-11T08:14:33Z	recap	100	1	39	false	ACK_39	ACK_39	0	true	5835652	5394560	2051	217439	ok	019c4bc4-38b2-75f3-b2f8-cbdb155a4815
2026-02-11T08:14:33Z	recap	100	1	40	false	ACK_40	ACK_40	0	true	6060780	5611904	2058	225128	ok	019c4bc4-38b2-75f3-b2f8-cbdb155a4815
2026-02-11T08:14:33Z	recap	100	1	41	false	ACK_41	ACK_41	0	true	6293568	5836928	2065	232788	ok	019c4bc4-38b2-75f3-b2f8-cbdb155a4815
2026-02-11T08:14:33Z	recap	100	1	42	false	ACK_42	ACK_42	0	true	6534016	6069632	2072	240448	ok	019c4bc4-38b2-75f3-b2f8-cbdb155a4815
2026-02-11T08:14:33Z	recap	100	1	43	false	ACK_43	ACK_43	0	true	6782124	6310016	2079	248108	ok	019c4bc4-38b2-75f3-b2f8-cbdb155a4815
2026-02-11T08:14:33Z	recap	100	1	44	false	ACK_44	ACK_44	0	true	6938214	6313472	2154	156090	ok	019c4bc4-38b2-75f3-b2f8-cbdb155a4815
2026-02-11T08:14:33Z	recap	100	1	45	false	ACK_45	ACK_45	0	true	7101964	6469504	2161	163750	ok	019c4bc4-38b2-75f3-b2f8-cbdb155a4815
2026-02-11T08:14:33Z	recap	100	1	46	false	ACK_46	ACK_46	0	true	7273374	6633216	2168	171410	ok	019c4bc4-38b2-75f3-b2f8-cbdb155a4815
2026-02-11T08:14:33Z	recap	100	1	47	false	ACK_47	ACK_47	0	true	7452444	6804608	2175	179070	ok	019c4bc4-38b2-75f3-b2f8-cbdb155a4815
2026-02-11T08:14:33Z	recap	100	1	48	false	ACK_48	ACK_48	0	true	7639174	6983552	2182	186730	ok	019c4bc4-38b2-75f3-b2f8-cbdb155a4815
2026-02-11T08:14:33Z	recap	100	1	49	false	ACK_49	ACK_49	0	true	7833564	7170176	2189	194390	ok	019c4bc4-38b2-75f3-b2f8-cbdb155a4815
2026-02-11T08:14:33Z	recap	100	1	50	false	ACK_50	ACK_50	0	true	8035643	7364480	2306	202079	ok	019c4bc4-38b2-75f3-b2f8-cbdb155a4815
2026-02-11T08:14:33Z	recap	100	1	51	false	ACK_51	ACK_51	0	true	8245382	7566464	2313	209739	ok	019c4bc4-38b2-75f3-b2f8-cbdb155a4815
2026-02-11T08:14:33Z	recap	100	1	52	false	ACK_52	ACK_52	0	true	8462781	7776128	2320	217399	ok	019c4bc4-38b2-75f3-b2f8-cbdb155a4815
2026-02-11T08:14:33Z	recap	100	1	53	false	ACK_53	ACK_53	0	true	8687840	7993472	2327	225059	ok	019c4bc4-38b2-75f3-b2f8-cbdb155a4815
2026-02-11T08:14:33Z	recap	100	1	54	false	ACK_54	ACK_54	0	true	8920559	8218496	2334	232719	ok	019c4bc4-38b2-75f3-b2f8-cbdb155a4815
2026-02-11T08:14:33Z	recap	100	1	55	false	ACK_55	ACK_55	0	true	9160938	8451200	2341	240379	ok	019c4bc4-38b2-75f3-b2f8-cbdb155a4815
2026-02-11T08:14:33Z	recap	100	1	56	false	ACK_56	ACK_56	0	true	9408977	8691456	2348	248039	ok	019c4bc4-38b2-75f3-b2f8-cbdb155a4815
2026-02-11T08:14:33Z	recap	100	1	57	false	ACK_57	ACK_57	0	true	9565150	8694912	2434	156173	ok	019c4bc4-38b2-75f3-b2f8-cbdb155a4815
2026-02-11T08:14:33Z	recap	100	1	58	false	ACK_58	ACK_58	0	true	9728983	8850944	2536	163833	ok	019c4bc4-38b2-75f3-b2f8-cbdb155a4815
2026-02-11T08:14:33Z	recap	100	1	59	false	ACK_59	ACK_59	0	true	9900476	9014656	2559	171493	ok	019c4bc4-38b2-75f3-b2f8-cbdb155a4815
2026-02-11T08:14:33Z	recap	100	1	60	false	ACK_60	ACK_60	0	true	10079658	9186048	2582	179182	ok	019c4bc4-38b2-75f3-b2f8-cbdb155a4815
2026-02-11T08:14:33Z	recap	100	1	61	false	ACK_61	ACK_61	0	true	10266500	9365120	2589	186842	ok	019c4bc4-38b2-75f3-b2f8-cbdb155a4815
2026-02-11T08:14:33Z	recap	100	1	62	false	ACK_62	ACK_62	0	true	10461002	9551872	2617	194502	ok	019c4bc4-38b2-75f3-b2f8-cbdb155a4815
2026-02-11T08:14:33Z	recap	100	1	63	false	ACK_63	ACK_63	0	true	10663164	9746304	2653	202162	ok	019c4bc4-38b2-75f3-b2f8-cbdb155a4815
2026-02-11T08:14:33Z	recap	100	1	64	false	ACK_64	ACK_64	0	true	10872986	9948416	2660	209822	ok	019c4bc4-38b2-75f3-b2f8-cbdb155a4815
2026-02-11T08:14:33Z	recap	100	1	65	false	ACK_65	ACK_65	0	true	11090468	10158208	2683	217482	ok	019c4bc4-38b2-75f3-b2f8-cbdb155a4815
2026-02-11T08:14:33Z	recap	100	1	66	false	ACK_66	ACK_66	0	true	11315610	10375552	2690	225142	ok	019c4bc4-38b2-75f3-b2f8-cbdb155a4815
2026-02-11T08:14:33Z	recap	100	1	67	false	ACK_67	ACK_67	0	true	11548412	10600576	2697	232802	ok	019c4bc4-38b2-75f3-b2f8-cbdb155a4815
2026-02-11T08:14:33Z	recap	100	1	68	false	ACK_68	ACK_68	0	true	11788874	10833280	2720	240462	ok	019c4bc4-38b2-75f3-b2f8-cbdb155a4815
2026-02-11T08:14:33Z	recap	100	1	69	false	ACK_69	ACK_69	0	true	12036996	11073664	2727	248122	ok	019c4bc4-38b2-75f3-b2f8-cbdb155a4815
2026-02-11T08:14:33Z	recap	100	1	70	false	ACK_70	ACK_70	0	true	12193127	11083264	2766	156131	ok	019c4bc4-38b2-75f3-b2f8-cbdb155a4815
2026-02-11T08:14:33Z	recap	100	1	71	false	ACK_71	ACK_71	0	true	12356918	11239296	2849	163791	ok	019c4bc4-38b2-75f3-b2f8-cbdb155a4815
2026-02-11T08:14:33Z	recap	100	1	72	false	ACK_72	ACK_72	0	true	12528369	11403008	2856	171451	ok	019c4bc4-38b2-75f3-b2f8-cbdb155a4815
2026-02-11T08:14:33Z	recap	100	1	73	false	ACK_73	ACK_73	0	true	12707480	11574400	2883	179111	ok	019c4bc4-38b2-75f3-b2f8-cbdb155a4815
2026-02-11T08:14:33Z	recap	100	1	74	false	ACK_74	ACK_74	0	true	12894251	11753472	2944	186771	ok	019c4bc4-38b2-75f3-b2f8-cbdb155a4815
2026-02-11T08:14:33Z	recap	100	1	75	false	ACK_75	ACK_75	0	true	13088682	11940224	2970	194431	ok	019c4bc4-38b2-75f3-b2f8-cbdb155a4815
2026-02-11T08:14:33Z	recap	100	1	76	false	ACK_76	ACK_76	0	true	13290773	12134528	3034	202091	ok	019c4bc4-38b2-75f3-b2f8-cbdb155a4815
2026-02-11T08:14:33Z	recap	100	1	77	false	ACK_77	ACK_77	0	true	13500524	12336512	3041	209751	ok	019c4bc4-38b2-75f3-b2f8-cbdb155a4815
2026-02-11T08:14:33Z	recap	100	1	78	false	ACK_78	ACK_78	0	true	13717935	12546176	3078	217411	ok	019c4bc4-38b2-75f3-b2f8-cbdb155a4815
2026-02-11T08:14:33Z	recap	100	1	79	false	ACK_79	ACK_79	0	true	13943006	12763520	3101	225071	ok	019c4bc4-38b2-75f3-b2f8-cbdb155a4815
2026-02-11T08:14:33Z	recap	100	1	80	false	ACK_80	ACK_80	0	true	14175766	12988544	3128	232760	ok	019c4bc4-38b2-75f3-b2f8-cbdb155a4815
2026-02-11T08:14:33Z	recap	100	1	81	false	ACK_81	ACK_81	0	true	14416186	13221248	3209	240420	ok	019c4bc4-38b2-75f3-b2f8-cbdb155a4815
2026-02-11T08:14:33Z	recap	100	1	82	false	ACK_82	ACK_82	0	true	14664266	13461632	3276	248080	ok	019c4bc4-38b2-75f3-b2f8-cbdb155a4815
2026-02-11T08:14:33Z	recap	100	1	83	false	ACK_83	ACK_83	0	true	14820378	13479424	3326	156112	ok	019c4bc4-38b2-75f3-b2f8-cbdb155a4815
2026-02-11T08:14:33Z	recap	100	1	84	false	ACK_84	ACK_84	0	true	14984150	13635456	3371	163772	ok	019c4bc4-38b2-75f3-b2f8-cbdb155a4815
2026-02-11T08:14:33Z	recap	100	1	85	false	ACK_85	ACK_85	0	true	15155582	13799168	3394	171432	ok	019c4bc4-38b2-75f3-b2f8-cbdb155a4815
2026-02-11T08:14:33Z	recap	100	1	86	false	ACK_86	ACK_86	0	true	15334674	13970560	3461	179092	ok	019c4bc4-38b2-75f3-b2f8-cbdb155a4815
2026-02-11T08:14:33Z	recap	100	1	87	false	ACK_87	ACK_87	0	true	15521426	14149632	3484	186752	ok	019c4bc4-38b2-75f3-b2f8-cbdb155a4815
2026-02-11T08:14:33Z	recap	100	1	88	false	ACK_88	ACK_88	0	true	15715838	14336256	3491	194412	ok	019c4bc4-38b2-75f3-b2f8-cbdb155a4815
2026-02-11T08:14:33Z	recap	100	1	89	false	ACK_89	ACK_89	0	true	15917910	14530560	3514	202072	ok	019c4bc4-38b2-75f3-b2f8-cbdb155a4815
2026-02-11T08:14:33Z	recap	100	1	90	false	ACK_90	ACK_90	0	true	16127671	14732544	3538	209761	ok	019c4bc4-38b2-75f3-b2f8-cbdb155a4815
2026-02-11T08:14:33Z	recap	100	1	91	false	ACK_91	ACK_91	0	true	16345092	14942208	3640	217421	ok	019c4bc4-38b2-75f3-b2f8-cbdb155a4815
2026-02-11T08:14:33Z	recap	100	1	92	false	ACK_92	ACK_92	0	true	16570173	15159552	3663	225081	ok	019c4bc4-38b2-75f3-b2f8-cbdb155a4815
2026-02-11T08:14:33Z	recap	100	1	93	false	ACK_93	ACK_93	0	true	16802914	15384576	3719	232741	ok	019c4bc4-38b2-75f3-b2f8-cbdb155a4815
2026-02-11T08:14:33Z	recap	100	1	94	false	ACK_94	ACK_94	0	true	17043315	15617280	3742	240401	ok	019c4bc4-38b2-75f3-b2f8-cbdb155a4815
2026-02-11T08:14:33Z	recap	100	1	95	false	ACK_95	ACK_95	0	true	17291376	15857536	3749	248061	ok	019c4bc4-38b2-75f3-b2f8-cbdb155a4815
2026-02-11T08:14:33Z	recap	100	1	96	false	ACK_96	ACK_96	0	true	17447486	15875328	3795	156110	ok	019c4bc4-38b2-75f3-b2f8-cbdb155a4815
2026-02-11T08:14:33Z	recap	100	1	97	false	ACK_97	ACK_97	0	true	17611256	16031360	3802	163770	ok	019c4bc4-38b2-75f3-b2f8-cbdb155a4815
2026-02-11T08:14:33Z	recap	100	1	98	false	ACK_98	ACK_98	0	true	17782686	16195072	3809	171430	ok	019c4bc4-38b2-75f3-b2f8-cbdb155a4815
2026-02-11T08:14:33Z	recap	100	1	99	true	FR_recap_100_1_20260211T081433Z	FR_recap_100_1_20260211T081433Z	0	true	17961775	16366464	4135	179089	ok	019c4bc4-38b2-75f3-b2f8-cbdb155a4815
